(null);0;3306;0.18
(null);1;3605;5.53
(null);2;3297;0.52
(null);3;3324;1.09
(null);4;3317;4.22
(null);5;3388;5.37
(null);6;3773;5.18
(null);7;3510;5.41
(null);8;3333;5.30
(null);9;3558;5.04
(null);10;3328;0.98
(null);11;3409;5.26
(null);12;3320;3.55
(null);13;3493;5.46
(null);14;3280;3.34
(null);15;3317;0.79
(null);16;3508;5.49
(null);17;3330;0.38
(null);18;3310;0.34
(null);19;3489;5.37
(null);20;3567;5.34
(null);21;3423;5.42
(null);22;3529;5.45
(null);23;3388;5.39
(null);24;3329;2.16
(null);25;3546;5.25
(null);26;3704;5.56
(null);27;3505;5.50
(null);28;3419;5.29
(null);29;3286;1.33
(null);30;3265;1.45
(null);31;3433;5.44
(null);32;3518;5.21
(null);33;3408;5.28
(null);34;3331;5.22
(null);35;3330;0.26
(null);36;3414;5.37
(null);37;3370;5.26
(null);38;3310;0.51
(null);39;3319;2.58
(null);40;3301;0.24
(null);41;3352;5.39
(null);42;3310;0.28
(null);43;3328;1.25
(null);44;3314;0.65
(null);45;3317;2.54
(null);46;3399;5.20
(null);47;3326;0.68
(null);48;3373;5.47
(null);49;3329;1.59
(null);50;3325;1.75
(null);51;3285;0.39
(null);52;3464;5.48
(null);53;3539;5.40
(null);54;3259;0.94
(null);55;3391;5.37
(null);56;3307;0.33
(null);57;3615;5.52
(null);58;3317;1.06
(null);59;3326;1.76
(null);60;3306;3.34
(null);61;3383;5.31
(null);62;3464;5.14
(null);63;3355;5.26
(null);64;3254;0.19
(null);65;3299;2.73
(null);66;3521;5.40
(null);67;3794;5.27
(null);68;3440;5.19
(null);69;3398;5.42
(null);70;3332;5.44
(null);71;3379;5.41
(null);72;3388;5.21
(null);73;3378;5.37
(null);74;3323;0.30
(null);75;3364;5.32
(null);76;3298;0.91
(null);77;3328;0.42
(null);78;3249;0.96
(null);79;3365;5.10
(null);80;3511;5.42
(null);81;3315;0.83
(null);82;3403;5.29
(null);83;3368;5.31
(null);84;3314;1.97
(null);85;3367;5.48
(null);86;3322;4.92
(null);87;3260;0.95
(null);88;3785;5.28
(null);89;3326;1.24
(null);90;3353;5.38
(null);91;3323;2.97
(null);92;3412;5.34
(null);93;3330;0.64
(null);94;3526;5.53
(null);95;3377;5.26
(null);96;3316;0.65
(null);97;3330;1.72
(null);98;3478;5.21
(null);99;3296;4.88
