(null);0;3698;3.37
(null);1;3789;3.29
(null);2;3481;0.17
(null);3;3473;0.41
(null);4;3477;0.49
(null);5;3432;0.78
(null);6;3445;0.24
(null);7;3469;0.20
(null);8;3468;1.87
(null);9;3528;3.06
(null);10;3460;0.33
(null);11;3468;0.96
(null);12;3565;3.22
(null);13;3467;0.76
(null);14;3455;0.08
(null);15;3476;1.38
(null);16;3420;2.26
(null);17;3461;0.62
(null);18;3462;0.50
(null);19;3464;2.20
(null);20;3477;0.83
(null);21;3450;0.38
(null);22;3542;3.05
(null);23;3479;1.69
(null);24;3536;3.06
(null);25;3492;3.08
(null);26;3499;3.16
(null);27;3465;0.84
(null);28;3481;0.35
(null);29;3519;3.07
(null);30;3478;0.36
(null);31;3547;3.06
(null);32;3569;3.36
(null);33;3470;1.43
(null);34;3470;0.80
(null);35;3432;0.17
(null);36;3589;3.09
(null);37;3434;0.26
(null);38;3621;3.15
(null);39;3463;0.25
(null);40;3524;3.20
(null);41;3482;3.14
(null);42;3474;1.66
(null);43;3411;0.07
(null);44;3503;3.01
(null);45;3655;3.09
(null);46;3694;3.07
(null);47;3754;3.15
(null);48;3402;0.13
(null);49;3473;0.52
(null);50;3504;3.18
(null);51;3533;3.19
(null);52;3449;0.14
(null);53;3594;3.29
(null);54;3472;1.01
(null);55;3424;1.04
(null);56;3450;0.48
(null);57;3469;0.35
(null);58;3363;0.52
(null);59;3395;1.50
(null);60;3469;0.09
(null);61;3439;1.14
(null);62;3574;3.14
(null);63;3467;2.71
(null);64;3487;3.12
(null);65;3417;2.63
(null);66;3477;1.39
(null);67;3608;3.42
(null);68;3668;3.22
(null);69;3438;0.21
(null);70;3467;0.92
(null);71;3508;3.13
(null);72;3455;1.18
(null);73;3440;0.34
(null);74;3544;3.24
(null);75;3474;0.28
(null);76;3477;0.13
(null);77;3471;0.98
(null);78;3442;0.24
(null);79;3454;0.31
(null);80;3780;3.12
(null);81;3402;1.10
(null);82;3501;3.31
(null);83;3565;3.06
(null);84;3474;0.32
(null);85;3539;3.07
(null);86;3463;0.44
(null);87;3525;3.20
(null);88;3459;0.38
(null);89;3720;3.16
(null);90;3481;0.31
(null);91;3402;0.28
(null);92;3253;0.29
(null);93;3445;0.12
(null);94;3435;0.69
(null);95;3475;0.41
(null);96;3473;0.50
(null);97;3467;1.22
(null);98;3476;0.74
(null);99;3417;0.75
