(null);0;3401;0.19
(null);1;3424;0.10
(null);2;3477;0.11
(null);3;3458;0.07
(null);4;3480;0.21
(null);5;3470;0.08
(null);6;3480;0.05
(null);7;3441;0.05
(null);8;3440;0.22
(null);9;3480;0.23
(null);10;3461;0.10
(null);11;3445;0.09
(null);12;3415;0.28
(null);13;3459;0.14
(null);14;3449;0.14
(null);15;3465;0.02
(null);16;3475;0.19
(null);17;3469;0.07
(null);18;3478;0.10
(null);19;3443;0.13
(null);20;3478;0.31
(null);21;3463;0.26
(null);22;3475;0.54
(null);23;3450;0.02
(null);24;3441;0.07
(null);25;3441;0.17
(null);26;3441;0.05
(null);27;3327;0.15
(null);28;3475;0.12
(null);29;3473;0.03
(null);30;3476;0.10
(null);31;3461;0.16
(null);32;3466;0.23
(null);33;3471;0.29
(null);34;3468;0.08
(null);35;3481;0.04
(null);36;3456;0.09
(null);37;3438;0.10
(null);38;3447;0.04
(null);39;3480;0.69
(null);40;3473;0.16
(null);41;3432;0.30
(null);42;3471;0.09
(null);43;3474;0.03
(null);44;3466;0.17
(null);45;3456;0.14
(null);46;3472;0.15
(null);47;3461;0.02
(null);48;3481;0.23
(null);49;3465;0.09
(null);50;3293;0.19
(null);51;3457;0.11
(null);52;3444;0.04
(null);53;3418;0.13
(null);54;3399;0.17
(null);55;3473;0.12
(null);56;3430;0.07
(null);57;3479;0.07
(null);58;3441;0.13
(null);59;3442;0.45
(null);60;3414;0.03
(null);61;3274;0.07
(null);62;3466;0.14
(null);63;3466;0.16
(null);64;3466;0.35
(null);65;3454;0.08
(null);66;3369;0.45
(null);67;3474;0.08
(null);68;3466;0.20
(null);69;3432;0.19
(null);70;3450;0.35
(null);71;3480;0.36
(null);72;3478;0.04
(null);73;3476;0.25
(null);74;3475;0.20
(null);75;3476;0.16
(null);76;3457;0.08
(null);77;3454;0.42
(null);78;3460;0.33
(null);79;3474;0.07
(null);80;3379;0.27
(null);81;3481;0.08
(null);82;3467;0.17
(null);83;3466;0.12
(null);84;3281;0.21
(null);85;3473;0.37
(null);86;3471;0.55
(null);87;3454;0.09
(null);88;3479;0.20
(null);89;3472;0.09
(null);90;3335;0.11
(null);91;3463;0.02
(null);92;3452;0.50
(null);93;3471;0.03
(null);94;3478;0.05
(null);95;3481;0.05
(null);96;3464;0.17
(null);97;3442;0.36
(null);98;3480;0.08
(null);99;3481;0.03
