(null);0;3451;1.36
(null);1;3480;0.50
(null);2;3472;0.25
(null);3;3477;3.00
(null);4;3466;0.12
(null);5;3480;0.34
(null);6;3441;1.37
(null);7;3463;0.35
(null);8;3478;0.63
(null);9;3474;0.37
(null);10;3771;5.54
(null);11;3514;5.35
(null);12;3448;1.76
(null);13;3347;0.11
(null);14;3561;5.46
(null);15;3461;1.55
(null);16;3471;3.50
(null);17;3472;1.09
(null);18;3436;0.12
(null);19;3620;5.69
(null);20;3481;0.36
(null);21;3440;0.39
(null);22;3676;5.33
(null);23;3473;0.27
(null);24;3478;0.43
(null);25;3466;0.54
(null);26;3582;5.61
(null);27;3473;0.23
(null);28;3481;1.18
(null);29;3616;5.31
(null);30;3481;0.71
(null);31;3427;2.01
(null);32;3497;5.37
(null);33;3470;0.72
(null);34;3586;5.42
(null);35;3481;0.05
(null);36;3515;5.42
(null);37;3480;1.38
(null);38;3250;0.75
(null);39;3465;1.54
(null);40;3425;0.12
(null);41;3476;1.91
(null);42;3472;0.97
(null);43;3365;0.10
(null);44;3496;5.66
(null);45;3473;1.09
(null);46;3627;5.29
(null);47;3544;5.38
(null);48;3463;0.65
(null);49;3429;0.44
(null);50;3473;0.67
(null);51;3445;0.58
(null);52;3447;3.86
(null);53;3477;1.43
(null);54;3465;0.30
(null);55;3700;5.36
(null);56;3432;0.63
(null);57;3476;1.07
(null);58;3394;0.30
(null);59;3390;0.78
(null);60;3480;1.35
(null);61;3479;0.51
(null);62;3481;1.58
(null);63;3477;1.70
(null);64;3476;0.17
(null);65;3468;0.49
(null);66;3432;0.27
(null);67;3536;5.19
(null);68;3466;1.55
(null);69;3552;5.48
(null);70;3635;5.30
(null);71;3476;2.01
(null);72;3577;5.63
(null);73;3465;0.21
(null);74;3460;5.01
(null);75;3501;5.47
(null);76;3463;1.47
(null);77;3466;0.11
(null);78;3433;0.82
(null);79;3474;0.89
(null);80;3452;0.50
(null);81;3479;0.68
(null);82;3453;0.18
(null);83;3480;1.77
(null);84;3516;5.45
(null);85;3475;1.21
(null);86;3470;0.24
(null);87;3456;5.58
(null);88;3475;0.15
(null);89;3643;5.36
(null);90;3503;5.45
(null);91;3468;0.28
(null);92;3582;5.49
(null);93;3505;5.45
(null);94;3464;0.58
(null);95;3483;5.43
(null);96;3516;5.56
(null);97;3469;1.96
(null);98;3477;0.30
(null);99;3475;0.91
